"大分類カテゴリーコード","大分類カテゴリー","中分類カテゴリーコード","中分類カテゴリー","小分類カテゴリーコード","小分類カテゴリー"
"100000022","お酒","200000173","日本酒","300000611","特別本醸造酒"
"100000022","お酒","200000173","日本酒","300000612","本醸造酒"
"100000022","お酒","200000173","日本酒","300000613","特別純米酒"
"100000022","お酒","200000173","日本酒","300000614","古酒"
"100000022","お酒","200000173","日本酒","300000615","にごり酒"
"100000022","お酒","200000173","日本酒","300000616","セット"
"100000022","お酒","200000173","日本酒","300000617","関連グッズ"
"100000022","お酒","200000173","日本酒","300000618","その他"
"100000022","お酒","200000174","ビール・発泡酒","300000619","国産ビール"
"100000022","お酒","200000174","ビール・発泡酒","300000620","輸入ビール"
"100000022","お酒","200000174","ビール・発泡酒","300000621","その他"
"100000022","お酒","200000174","ビール・発泡酒","300003293","地ビール"
"100000022","お酒","200000175","焼酎","300000622","麦焼酎"
"100000022","お酒","200000175","焼酎","300000623","芋焼酎"
"100000022","お酒","200000175","焼酎","300000624","米焼酎"
"100000022","お酒","200000175","焼酎","300000625","泡盛"
"100000022","お酒","200000175","焼酎","300000627","その他"
"100000022","お酒","200000175","焼酎","300003296","セット"
"100000022","お酒","200000176","ワイン","300000628","赤ワイン"
"100000022","お酒","200000176","ワイン","300000629","白ワイン"
"100000022","お酒","200000176","ワイン","300000630","ロゼワイン"
"100000022","お酒","200000176","ワイン","300000631","スパークリング・シャンパン"
"100000022","お酒","200000176","ワイン","300003294","セット"
"100000022","お酒","200000177","中国酒・アジア系","300000633","中国酒"
"100000022","お酒","200000177","中国酒・アジア系","300003298","アジア酒"
"100000022","お酒","200000178","梅酒","300003297","梅酒"
"100000022","お酒","200000180","洋酒・リキュール","300000632","洋酒"
"100000022","お酒","200000181","韓国酒・マッコリ","300000626","韓国焼酎"
"100000022","お酒","200000181","韓国酒・マッコリ","300003295","マッコリ"
"100000022","お酒","200000182","その他アルコール","300000634","その他"
"100000035","健康食品・サプリ","200000184","健康飲料","300000635","健康茶"
"100000035","健康食品・サプリ","200000184","健康飲料","300000636","その他"
"100000035","健康食品・サプリ","200000184","健康飲料","300000637","栄養ドリンク"
"100000035","健康食品・サプリ","200000184","健康飲料","300002562","青汁・ケール飲料"
"100000035","健康食品・サプリ","200000184","健康飲料","300002571","特定保健用飲料"
"100000035","健康食品・サプリ","200000184","健康飲料","300002572","健康酢・酢飲料"
"100000035","健康食品・サプリ","200000188","ダイエット食品","300000640","その他"
"100000035","健康食品・サプリ","200000188","ダイエット食品","300002573","ダイエットドリンク"
"100000035","健康食品・サプリ","200000188","ダイエット食品","300002574","ダイエットスイーツ"
"100000035","健康食品・サプリ","200000188","ダイエット食品","300002576","ダイエット茶"
"100000035","健康食品・サプリ","200000188","ダイエット食品","300003230","ダイエットスープ"
"100000026","ホビー・コスプレ","200000213","コレクション","300000697","トレカ・テレカ"
"100000026","ホビー・コスプレ","200000213","コレクション","300000698","フィギュア"
"100000026","ホビー・コスプレ","200000213","コレクション","300000788","キャラクタードール"
"100000026","ホビー・コスプレ","200000213","コレクション","320000604","ソフビ人形"
"100000026","ホビー・コスプレ","200000213","コレクション","320000605","食玩・おまけ"
"100000026","ホビー・コスプレ","200000213","コレクション","320000606","ボトルキャップ"
"100000026","ホビー・コスプレ","200000213","コレクション","320000607","切手"
"100000026","ホビー・コスプレ","200000213","コレクション","320000608","貨幣"
"100000026","ホビー・コスプレ","200000213","コレクション","320000609","インゴット・金棒"
"100000026","ホビー・コスプレ","200000213","コレクション","320000610","雑誌"
"100000026","ホビー・コスプレ","200000213","コレクション","320000611","その他"
"100000026","ホビー・コスプレ","200000214","パーティー・イベント用品","300000700","コスチューム一式"
"100000026","ホビー・コスプレ","200000214","パーティー・イベント用品","300000701","コスプレ・変装・仮装"
"100000026","ホビー・コスプレ","200000214","パーティー・イベント用品","300000702","その他"
"100000026","ホビー・コスプレ","200000214","パーティー・イベント用品","300000789","ハロウィン"
"100000026","ホビー・コスプレ","200000214","パーティー・イベント用品","320000261","ウエディング"
"100000026","ホビー・コスプレ","200000214","パーティー・イベント用品","320000612","クリスマス"
"100000026","ホビー・コスプレ","200000214","パーティー・イベント用品","320000613","お祭り・縁日用品"
"100000026","ホビー・コスプレ","200000214","パーティー・イベント用品","320000614","ひな祭り・こどもの日"
"100000026","ホビー・コスプレ","200000214","パーティー・イベント用品","320000615","販促品"
"100000026","ホビー・コスプレ","200000214","パーティー・イベント用品","320000616","イースター"
"100000026","ホビー・コスプレ","200000215","アート・美術品・骨董品・民芸品","300000703","骨董品・アンティーク"
"100000026","ホビー・コスプレ","200000215","アート・美術品・骨董品・民芸品","320000263","祭事"
"100000026","ホビー・コスプレ","200000215","アート・美術品・骨董品・民芸品","320000617","絵画"
"100000026","ホビー・コスプレ","200000215","アート・美術品・骨董品・民芸品","320000618","彫刻"
"100000026","ホビー・コスプレ","200000215","アート・美術品・骨董品・民芸品","320000619","書"
"100000026","ホビー・コスプレ","200000215","アート・美術品・骨董品・民芸品","320000620","工芸品・民芸品"
"100000026","ホビー・コスプレ","200000215","アート・美術品・骨董品・民芸品","320000621","写真"
"100000026","ホビー・コスプレ","200000215","アート・美術品・骨董品・民芸品","320000622","額縁"
"100000026","ホビー・コスプレ","200000215","アート・美術品・骨董品・民芸品","320000623","ステンドグラス"
"100000026","ホビー・コスプレ","200000215","アート・美術品・骨董品・民芸品","320000624","化石"
"100000026","ホビー・コスプレ","200000215","アート・美術品・骨董品・民芸品","320000625","その他"
"100000002","メンズファッション","200000218","ビジネス・フォーマル","300000707","スーツセット"
"100000002","メンズファッション","200000218","ビジネス・フォーマル","300002301","ワイシャツ"
"100000002","メンズファッション","200000218","ビジネス・フォーマル","300002302","パンツ・スラックス"
"100000002","メンズファッション","200000218","ビジネス・フォーマル","300002303","ジャケット・ブレザー"
"100000002","メンズファッション","200000218","ビジネス・フォーマル","300002304","ビジネスコート"
"100000002","メンズファッション","200000218","ビジネス・フォーマル","300002305","フォーマルスーツ"
"100000002","メンズファッション","200000218","ビジネス・フォーマル","300002306","オーダーメイド"
"100000002","メンズファッション","200000218","ビジネス・フォーマル","300002307","ネクタイ"
"100000002","メンズファッション","200000218","ビジネス・フォーマル","300002308","ベルト"
"100000002","メンズファッション","200000218","ビジネス・フォーマル","300002309","その他"
"100000042","シューズ","200000225","ブーツ・ブーティー","300000749","ムートン"
"100000042","シューズ","200000225","ブーツ・ブーティー","300000750","ニーハイ"
"100000042","シューズ","200000225","ブーツ・ブーティー","300000751","ロング"
"100000042","シューズ","200000225","ブーツ・ブーティー","300000752","ショート・ミドルブーツ"
"100000042","シューズ","200000225","ブーツ・ブーティー","300000753","ブーティー"
"100000042","シューズ","200000225","ブーツ・ブーティー","300000754","レインブーツ"
"100000042","シューズ","200000225","ブーツ・ブーティー","300002315","ウエスタン・フリンジ"
"100000042","シューズ","200000225","ブーツ・ブーティー","300002316","ワーク・エンジニア"
"100000042","シューズ","200000225","ブーツ・ブーティー","300002317","レースアップ"
"100000042","シューズ","200000225","ブーツ・ブーティー","300002318","その他"
"100000042","シューズ","200000225","ブーツ・ブーティー","300002325","厚底"
"100000042","シューズ","200000226","ローファー・フラット","300000758","フラット"
"100000042","シューズ","200000226","ローファー・フラット","300002319","ローファー"
"100000042","シューズ","200000226","ローファー・フラット","300002320","その他"
"100000042","シューズ","200000226","ローファー・フラット","300002864","モカシン"
"100000042","シューズ","200000227","シューズアクセサリー","300000759","シークレットインソール"
"100000042","シューズ","200000227","シューズアクセサリー","300000760","靴ケア用品"
"100000042","シューズ","200000227","シューズアクセサリー","300002328","その他"
"100000003","バッグ・雑貨","200000371","帽子","300002172","キャップ"
"100000003","バッグ・雑貨","200000371","帽子","300002173","ニット帽"
"100000003","バッグ・雑貨","200000371","帽子","300002174","ハット"
"100000003","バッグ・雑貨","200000371","帽子","300002175","ハンチング・キャスケット"
"100000003","バッグ・雑貨","200000371","帽子","300002176","耳あて・イヤーマフラー"
"100000003","バッグ・雑貨","200000371","帽子","300002177","その他"
"100000003","バッグ・雑貨","200000371","帽子","300003091","ベレー帽"
"100000042","シューズ","200000375","スポーツシューズ","300002209","アウトドア"
"100000042","シューズ","200000375","スポーツシューズ","300002327","機能性シューズ"
"100000042","シューズ","200000375","スポーツシューズ","300002329","ウォーキング"
"100000042","シューズ","200000375","スポーツシューズ","300002330","アクアシューズ"
"100000042","シューズ","200000375","スポーツシューズ","300002331","スポーツ"
"100000042","シューズ","200000375","スポーツシューズ","300002332","その他"
"100000003","バッグ・雑貨","200000376","傘・日傘","300002390","折りたたみ傘"
"100000003","バッグ・雑貨","200000376","傘・日傘","300002393","その他"
"100000003","バッグ・雑貨","200000376","傘・日傘","320001498","日傘"
"100000003","バッグ・雑貨","200000376","傘・日傘","320001499","傘"
"100000025","CD","200000382","BGM・サウンドトラック","300000688","BGM"
"100000025","CD","200000382","BGM・サウンドトラック","320000165","サウンドトラック"
"100000025","CD","200000383","アジア音楽","300000687","アジア音楽"
"100000025","CD","200000384","ヒーリング","300002405","ヒーリング"
"100000025","CD","200000384","ヒーリング","300002406","その他"
"100000025","CD","200000385","カラオケ","300002398","カラオケ"
"100000025","CD","200000386","クラシック","300000682","歌曲・オペラ・バレエ"
"100000025","CD","200000386","クラシック","300000691","古典・バロック・宗教音楽"
"100000025","CD","200000386","クラシック","300002413","交響曲"
"100000025","CD","200000386","クラシック","300002414","管弦楽"
"100000025","CD","200000386","クラシック","300002415","協奏曲"
"100000025","CD","200000386","クラシック","300002416","器楽曲"
"100000025","CD","200000386","クラシック","300002417","室内楽"
"100000025","CD","200000386","クラシック","300002419","その他"
"100000025","CD","200000387","ジャズ・フュージョン","300000683","ジャズ"
"100000025","CD","200000387","ジャズ・フュージョン","300002411","ジャズ・ボーカル"
"100000025","CD","200000387","ジャズ・フュージョン","320000152","フュージョン"
"100000025","CD","200000388","ソウル・R&B","300002409","ソウル"
"100000025","CD","200000388","ソウル・R&B","300002410","R&B"
"100000025","CD","200000390","ファミリー","300000689","アニメ"
"100000025","CD","200000390","ファミリー","300000690","童謡・童話"
"100000025","CD","200000390","ファミリー","300002402","TV幼児番組"
"100000025","CD","200000390","ファミリー","320000162","その他"
"100000025","CD","200000393","ロック・ポップス","300000684","ロック"
"100000025","CD","200000393","ロック・ポップス","320000151","ポップス"
"100000025","CD","200000394","歌謡曲・演歌","300000692","その他"
"100000025","CD","200000394","歌謡曲・演歌","300002394","歌謡曲"
"100000025","CD","200000394","歌謡曲・演歌","320000163","演歌"
"100000025","CD","200000395","学芸・教養","300002403","教材・実用"
"100000025","CD","200000395","学芸・教養","300002404","一般教養"
"100000025","CD","200000396","純邦楽・落語・民謡","300002399","民謡"
"100000025","CD","200000396","純邦楽・落語・民謡","300002400","純邦楽"
"100000025","CD","200000396","純邦楽・落語・民謡","300002401","その他"
"100000025","CD","200000396","純邦楽・落語・民謡","320000164","落語"
"100000025","CD","200000397","J-POP","300000685","J-POP"
"100000030","DVD・Blu-ray","200000398","TVドラマ","300002229","海外ドラマ"
"100000030","DVD・Blu-ray","200000398","TVドラマ","300002230","日本ドラマ"
"100000030","DVD・Blu-ray","200000398","TVドラマ","320000210","中国・台湾"
"100000030","DVD・Blu-ray","200000399","アジア映画","300002228","その他"
"100000030","DVD・Blu-ray","200000399","アジア映画","320000184","中国・台湾"
"100000030","DVD・Blu-ray","200000400","アニメ","300000674","国内アニメ"
"100000030","DVD・Blu-ray","200000400","アニメ","320000185","海外アニメ"
"100000030","DVD・Blu-ray","200000401","カラオケ","300002423","カラオケ"
"100000030","DVD・Blu-ray","200000402","趣味・教養・文化","300000680","教育・教養"
"100000030","DVD・Blu-ray","200000402","趣味・教養・文化","300002236","趣味"
"100000030","DVD・Blu-ray","200000402","趣味・教養・文化","300002435","実用・ハウツー"
"100000030","DVD・Blu-ray","200000402","趣味・教養・文化","300002436","その他"
"100000030","DVD・Blu-ray","200000403","ミュージック","300002428","クラシック"
"100000030","DVD・Blu-ray","200000403","ミュージック","320000206","邦楽"
"100000030","DVD・Blu-ray","200000403","ミュージック","320000207","洋楽"
"100000030","DVD・Blu-ray","200000403","ミュージック","320000208","アジア音楽"
"100000030","DVD・Blu-ray","200000403","ミュージック","320000209","その他"
"100000030","DVD・Blu-ray","200000404","スポーツ","300000677","野球"
"100000030","DVD・Blu-ray","200000404","スポーツ","300002432","ドキュメンタリー"
"100000030","DVD・Blu-ray","200000404","スポーツ","300002433","ハウツー"
"100000030","DVD・Blu-ray","200000404","スポーツ","300002434","その他"
"100000030","DVD・Blu-ray","200000404","スポーツ","320000193","サッカー"
"100000030","DVD・Blu-ray","200000404","スポーツ","320000194","ゴルフ"
"100000030","DVD・Blu-ray","200000404","スポーツ","320000195","バスケットボール"
"100000030","DVD・Blu-ray","200000404","スポーツ","320000196","格闘技"
"100000030","DVD・Blu-ray","200000404","スポーツ","320000197","プロレス"
"100000030","DVD・Blu-ray","200000404","スポーツ","320000198","相撲"
"100000030","DVD・Blu-ray","200000404","スポーツ","320000199","モータースポーツ"
"100000030","DVD・Blu-ray","200000404","スポーツ","320000200","ウィンタースポーツ"
"100000030","DVD・Blu-ray","200000404","スポーツ","320000201","マリンスポーツ"
"100000030","DVD・Blu-ray","200000404","スポーツ","320000202","ギャンブル"
"100000030","DVD・Blu-ray","200000404","スポーツ","320000203","ダンス・バレエ"
"100000030","DVD・Blu-ray","200000405","ファミリー・キッズ","300002232","その他"
"100000030","DVD・Blu-ray","200000405","ファミリー・キッズ","320000186","アニメ"
"100000030","DVD・Blu-ray","200000405","ファミリー・キッズ","320000187","知育・教育"
"100000030","DVD・Blu-ray","200000405","ファミリー・キッズ","320000188","乗り物"
"100000030","DVD・Blu-ray","200000405","ファミリー・キッズ","320000189","動物"
"100000030","DVD・Blu-ray","200000405","ファミリー・キッズ","320000190","ヒーロー・戦隊"
"100000030","DVD・Blu-ray","200000406","邦画","300000675","ドラマ"
"100000030","DVD・Blu-ray","200000406","邦画","300002227","その他"
"100000030","DVD・Blu-ray","200000406","邦画","320000166","アクション・アドベンチャー"
"100000030","DVD・Blu-ray","200000406","邦画","320000167","SF・ファンタジー"
"100000030","DVD・Blu-ray","200000406","邦画","320000168","ラブロマンス"
"100000030","DVD・Blu-ray","200000406","邦画","320000169","ドキュメンタリー"
"100000030","DVD・Blu-ray","200000406","邦画","320000170","コメディー"
"100000030","DVD・Blu-ray","200000406","邦画","320000171","ミステリー・サスペンス"
"100000030","DVD・Blu-ray","200000406","邦画","320000172","ホラー"
"100000030","DVD・Blu-ray","200000406","邦画","320000173","パニック"
"100000030","DVD・Blu-ray","200000406","邦画","320000174","時代劇"
"100000030","DVD・Blu-ray","200000406","邦画","320000175","戦争"
"100000030","DVD・Blu-ray","200000406","邦画","320000176","青春・学園"
"100000030","DVD・Blu-ray","200000406","邦画","320000177","ミュージカル"
"100000030","DVD・Blu-ray","200000408","洋画","300000673","コメディー"
"100000030","DVD・Blu-ray","200000408","洋画","300000676","ドラマ"
"100000030","DVD・Blu-ray","200000408","洋画","300000678","ドキュメンタリー"
"100000030","DVD・Blu-ray","200000408","洋画","300000681","その他"
"100000030","DVD・Blu-ray","200000408","洋画","300002226","アクション・アドベンチャー"
"100000030","DVD・Blu-ray","200000408","洋画","300002429","SF・ファンタジー"
"100000030","DVD・Blu-ray","200000408","洋画","300002430","ミステリー・サスペンス"
"100000030","DVD・Blu-ray","200000408","洋画","300002431","ミュージカル"
"100000030","DVD・Blu-ray","200000408","洋画","320000178","ラブロマンス"
"100000030","DVD・Blu-ray","200000408","洋画","320000179","ホラー"
"100000030","DVD・Blu-ray","200000408","洋画","320000180","パニック"
"100000030","DVD・Blu-ray","200000408","洋画","320000181","時代劇"
"100000030","DVD・Blu-ray","200000408","洋画","320000182","戦争"
"100000030","DVD・Blu-ray","200000408","洋画","320000183","青春・学園"
"100000030","DVD・Blu-ray","200000410","アイドル","300002438","グラビアアイドル"
"100000030","DVD・Blu-ray","200000410","アイドル","300002439","その他"
"100000022","お酒","200000412","チューハイ・カクテル","300002444","チューハイ"
"100000022","お酒","200000412","チューハイ・カクテル","300002445","カクテル"
"100000022","お酒","200000412","チューハイ・カクテル","300002446","ハイボール"
"100000022","お酒","200000412","チューハイ・カクテル","300002447","サワー"
"100000022","お酒","200000412","チューハイ・カクテル","300002570","ノンアルコールカクテル"
"100000035","健康食品・サプリ","200000441","美容サプリ","300002556","プラセンタ配合"
"100000035","健康食品・サプリ","200000441","美容サプリ","300002557","コラーゲン配合"
"100000035","健康食品・サプリ","200000441","美容サプリ","300002560","その他"
"100000035","健康食品・サプリ","200000441","美容サプリ","300003238","ヒアルロン酸配合"
"100000035","健康食品・サプリ","200000441","美容サプリ","300003239","プエラリア配合"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300000638","高麗人参"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300000639","ダイエットサプリメント"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300002563","酵素配合"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300002566","食物繊維配合"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300002567","植物性成分配合"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300002568","動物性エキス配合"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300002569","その他"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300003240","乳酸菌配合"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300003241","ウコン加工食品"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300003242","ローヤルゼリー配合"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300003243","プロポリス配合"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300003244","DHA・EPA配合"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300003245","グルコサミン配合"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300003246","ブルーベリーエキス配合"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","300003247","マカ配合"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","320001912","保健機能食品"
"100000035","健康食品・サプリ","200000442","健康食品・サプリ","320001913","栄養調整食品"
"100000039","チケット・サービス","200000471","WiFiレンタル","300002759","WiFiレンタル"
"100000040","ペット","200000475","犬用品","300000534","ドッグウェア"
"100000040","ペット","200000475","犬用品","300002812","トイレ用品"
"100000040","ペット","200000475","犬用品","300002816","しつけ用品"
"100000040","ペット","200000475","犬用品","300002818","その他"
"100000040","ペット","200000475","犬用品","300003402","介護用品"
"100000040","ペット","200000475","犬用品","320000688","おもちゃ"
"100000040","ペット","200000475","犬用品","320000689","ベッド・マット・寝具"
"100000040","ペット","200000475","犬用品","320000690","インテリア・収納"
"100000040","ペット","200000475","犬用品","320000691","お出かけ・お散歩グッズ"
"100000040","ペット","200000475","犬用品","320000692","ドライブ・アウトドア"
"100000040","ペット","200000475","犬用品","320000693","アジリティ・障害物競技"
"100000040","ペット","200000475","犬用品","320000694","オーナーズグッズ"
"100000040","ペット","200000475","犬用品","320001530","サプリメント"
"100000040","ペット","200000475","犬用品","320001531","ドッグフード"
"100000040","ペット","200000475","犬用品","320001534","犬ハーネス"
"100000040","ペット","200000475","犬用品","320001535","犬首輪"
"100000040","ペット","200000475","犬用品","320001536","リード"
"100000040","ペット","200000475","犬用品","320001537","ゲート"
"100000040","ペット","200000475","犬用品","320001538","ケージ"
"100000040","ペット","200000475","犬用品","320001539","犬小屋"
"100000040","ペット","200000475","犬用品","320001540","カート"
"100000040","ペット","200000475","犬用品","320001541","キャリーバッグ"
"100000041","KPOP","200000479","KPOP・韓流 CD・DVD","300002220","韓流ドラマ・映画OST"
"100000041","KPOP","200000479","KPOP・韓流 CD・DVD","300002231","韓流ドラマ・映画"
"100000041","KPOP","200000479","KPOP・韓流 CD・DVD","300002851","KPOP CD"
"100000041","KPOP","200000479","KPOP・韓流 CD・DVD","300002852","KPOP DVD"
"100000041","KPOP","200000480","KPOP 雑誌・写真集","300002853","KPOP 雑誌"
"100000041","KPOP","200000480","KPOP 雑誌・写真集","300002854","KPOP 写真集"
"100000041","KPOP","200000481","KPOP グッズ・その他","300002855","KPOP グッズ"
"100000041","KPOP","200000481","KPOP グッズ・その他","300002856","KSTARスタイル"
"100000041","KPOP","200000481","KPOP グッズ・その他","300002857","その他"
"100000003","バッグ・雑貨","200000483","手袋","300002388","アームウォーマー"
"100000003","バッグ・雑貨","200000483","手袋","300002389","革手袋"
"100000003","バッグ・雑貨","200000483","手袋","300003092","ニット手袋"
"100000044","メンズバッグ・シューズ・小物","200000484","メンズ小物","300000105","ピアス"
"100000044","メンズバッグ・シューズ・小物","200000484","メンズ小物","300000106","ネックレス"
"100000044","メンズバッグ・シューズ・小物","200000484","メンズ小物","300000107","ブレスレット・バングル"
"100000044","メンズバッグ・シューズ・小物","200000484","メンズ小物","300000108","指輪"
"100000044","メンズバッグ・シューズ・小物","200000484","メンズ小物","300002178","メンズカジュアルベルト"
"100000044","メンズバッグ・シューズ・小物","200000484","メンズ小物","300002368","ペンダント・チョーカー"
"100000044","メンズバッグ・シューズ・小物","200000484","メンズ小物","300002369","チェーン"
"100000044","メンズバッグ・シューズ・小物","200000484","メンズ小物","300002370","カフス・タイピン"
"100000044","メンズバッグ・シューズ・小物","200000484","メンズ小物","300002866","帽子"
"100000044","メンズバッグ・シューズ・小物","200000484","メンズ小物","300002867","マフラー"
"100000044","メンズバッグ・シューズ・小物","200000484","メンズ小物","300002868","手袋"
"100000044","メンズバッグ・シューズ・小物","200000484","メンズ小物","300002870","その他"
"100000044","メンズバッグ・シューズ・小物","200000484","メンズ小物","320001472","眼鏡"
"100000044","メンズバッグ・シューズ・小物","200000484","メンズ小物","320001473","サングラス"
"100000008","スポーツ","200000486","スポーツウェア","300000204","メンズスポーツウェア"
"100000008","スポーツ","200000486","スポーツウェア","300000211","レディーススポーツウェア"
"100000008","スポーツ","200000486","スポーツウェア","300002872","レディーススポーツインナー"
"100000008","スポーツ","200000486","スポーツウェア","300002873","メンズスポーツインナー"
"100000045","アウトドア","200000487","キャンプ用品","300000240","その他"
"100000045","アウトドア","200000487","キャンプ用品","300002875","テント・タープ"
"100000045","アウトドア","200000487","キャンプ用品","320000763","キャリーワゴン"
"100000045","アウトドア","200000487","キャンプ用品","320000764","レジャーシート"
"100000045","アウトドア","200000487","キャンプ用品","320000765","ライト・ランタン"
"100000045","アウトドア","200000487","キャンプ用品","320000766","アウトドア用寝具"
"100000045","アウトドア","200000487","キャンプ用品","320000767","ストーブ・ヒーター・ウォーマー"
"100000045","アウトドア","200000487","キャンプ用品","320000768","クーラーボックス"
"100000045","アウトドア","200000487","キャンプ用品","320000769","バーべキュー・クッキング用品"
"100000045","アウトドア","200000487","キャンプ用品","320001595","テーブル"
"100000045","アウトドア","200000487","キャンプ用品","320001596","チェア"
"100000045","アウトドア","200000488","フィッシング用品","300000241","その他"
"100000045","アウトドア","200000488","フィッシング用品","300000242","ウェア"
"100000045","アウトドア","200000488","フィッシング用品","320000772","バッグ・ケース"
"100000045","アウトドア","200000488","フィッシング用品","320001597","リール"
"100000045","アウトドア","200000488","フィッシング用品","320001598","竿"
"100000045","アウトドア","200000488","フィッシング用品","320001599","フライ"
"100000045","アウトドア","200000488","フィッシング用品","320001600","ルアー"
"100000017","家具・インテリア","200000493","インテリア・装飾","300000468","インテリア雑貨"
"100000017","家具・インテリア","200000493","インテリア・装飾","300000474","アンティーク"
"100000017","家具・インテリア","200000493","インテリア・装飾","300000475","その他"
"100000017","家具・インテリア","200000493","インテリア・装飾","300000478","インテリア照明・ライト"
"100000017","家具・インテリア","200000493","インテリア・装飾","300002927","ウォールステッカー"
"100000017","家具・インテリア","200000493","インテリア・装飾","300002941","収納ボックス"
"100000017","家具・インテリア","200000493","インテリア・装飾","300002942","ゴミ箱"
"100000017","家具・インテリア","200000493","インテリア・装飾","300003263","壁紙"
"100000017","家具・インテリア","200000493","インテリア・装飾","320001074","窓ガラスフィルム"
"100000017","家具・インテリア","200000493","インテリア・装飾","320001075","突っ張り棒・棚"
"100000017","家具・インテリア","200000493","インテリア・装飾","320001076","テーブルクロス"
"100000017","家具・インテリア","200000493","インテリア・装飾","320001542","置時計"
"100000017","家具・インテリア","200000493","インテリア・装飾","320001543","掛時計"
"100000046","キッチン用品","200000494","調理用品","300000501","フライパン"
"100000046","キッチン用品","200000494","調理用品","300002896","鍋"
"100000046","キッチン用品","200000494","調理用品","300002897","ケトル"
"100000046","キッチン用品","200000494","調理用品","300003272","包丁・ナイフ"
"100000046","キッチン用品","200000494","調理用品","300003273","まな板・カッティングボード"
"100000046","キッチン用品","200000494","調理用品","320000773","鍋蓋"
"100000046","キッチン用品","200000494","調理用品","320000774","中華鍋"
"100000046","キッチン用品","200000494","調理用品","320000775","グリルパン"
"100000046","キッチン用品","200000494","調理用品","320000776","両面焼きフライパン"
"100000046","キッチン用品","200000494","調理用品","320000777","クレープパン"
"100000046","キッチン用品","200000494","調理用品","320000778","卵焼き器"
"100000046","キッチン用品","200000494","調理用品","320000779","たこ焼きプレート"
"100000046","キッチン用品","200000494","調理用品","320000780","たい焼き器"
"100000046","キッチン用品","200000494","調理用品","320000781","ホットサンドメーカー"
"100000046","キッチン用品","200000494","調理用品","320000782","ワッフルメーカー"
"100000046","キッチン用品","200000494","調理用品","320000783","やかん"
"100000046","キッチン用品","200000494","調理用品","320000784","調理器具"
"100000046","キッチン用品","200000494","調理用品","320000786","製菓・製パン器具"
"100000046","キッチン用品","200000494","調理用品","320000787","その他"
"100000046","キッチン用品","200000494","調理用品","320001563","温度計"
"100000046","キッチン用品","200000494","調理用品","320001564","タイマー"
"100000046","キッチン用品","200000494","調理用品","320001565","計量"
"100000046","キッチン用品","200000495","食器・グラス・カトラリー","300000502","食器"
"100000046","キッチン用品","200000495","食器・グラス・カトラリー","300000503","マグカップ・ティーカップ"
"100000046","キッチン用品","200000495","食器・グラス・カトラリー","320000788","箸・カトラリー"
"100000046","キッチン用品","200000495","食器・グラス・カトラリー","320000789","キッズ用食器"
"100000046","キッチン用品","200000495","食器・グラス・カトラリー","320000790","使い捨て食器"
"100000046","キッチン用品","200000495","食器・グラス・カトラリー","320000791","その他"
"100000046","キッチン用品","200000495","食器・グラス・カトラリー","320001557","グラス"
"100000046","キッチン用品","200000495","食器・グラス・カトラリー","320001558","タンブラー"
"100000046","キッチン用品","200000496","キッチン雑貨","300000504","その他"
"100000046","キッチン用品","200000496","キッチン雑貨","300003274","お弁当箱"
"100000046","キッチン用品","200000496","キッチン雑貨","300003275","キッチンマット"
"100000046","キッチン用品","200000496","キッチン雑貨","320000792","保温ランチジャー"
"100000046","キッチン用品","200000496","キッチン雑貨","320000793","重箱"
"100000046","キッチン用品","200000496","キッチン雑貨","320000794","水筒・マグボトル"
"100000046","キッチン用品","200000496","キッチン雑貨","320000796","おかずカップ・バラン"
"100000046","キッチン用品","200000496","キッチン雑貨","320000797","ランチバッグ・巾着"
"100000046","キッチン用品","200000496","キッチン雑貨","320000798","ふきん・カウンタークロス"
"100000046","キッチン用品","200000496","キッチン雑貨","320000799","鍋つかみ"
"100000046","キッチン用品","200000496","キッチン雑貨","320000800","鍋敷き"
"100000046","キッチン用品","200000496","キッチン雑貨","320000801","ペーパーホルダー"
"100000046","キッチン用品","200000496","キッチン雑貨","320000802","キッチンクロス"
"100000046","キッチン用品","200000496","キッチン雑貨","320000803","エプロン・三角巾"
"100000046","キッチン用品","200000496","キッチン雑貨","320000804","ランチョンマット"
"100000046","キッチン用品","200000496","キッチン雑貨","320000805","テーブルクロス"
"100000046","キッチン用品","200000496","キッチン雑貨","320000806","お盆・トレー"
"100000046","キッチン用品","200000496","キッチン雑貨","320000807","ナプキン"
